,Composition,Formation Energy Per Atom,Corrected Energy
164557,Bi8P4Tb1Y19,-0.9131,-209.4901
164558,Al13Ga5Ir6Tm2Y2,-0.8223,-161.7731
164559,Cs1Pt2Ru2Sb12,-0.4614,-88.9773
164560,Al20Ce1La1Rh2Ru2,-0.5457,-133.2457
164561,B2Br12Dy8,-1.8274,-110.0587
164562,Co2Ge1H2Lu2P1,-0.8307,-46.7259
164563,Hg4Ir4Tb14Th2,-0.5794,-130.1822
164564,Hf4Mo3Pa8Si16Zr5,-0.6981,-303.1596
164565,Os4Pt2Th14,-0.4708,-170.2619
164566,Ag3Rb1S4Ti1,-0.9796,-42.7363
164567,Au4La2Nd2Sb4,-1.0318,-61.4019
164568,As3Li3Ni9P4Rh2,-0.5679,-120.0331
164569,Cd3Cu1Pd2Pr3,-0.5444,-36.4703
164570,Ga1Na1Nd1Pt3,-0.8479,-32.4191
164571,I4O20Tb4,-1.9052,-176.9379
164572,Be6Rh12Si5Ti1,-0.8172,-165.4442
164573,Br12Pa1Rb4Sc1,-2.0514,-76.3373
164574,K2O4Pm2,-2.8726,-54.4944
164575,Hg4Nd16Pt2Rh2,-0.5284,-117.0574
164576,Co1Er9Fe1In6Tb7,-0.3239,-113.4125
164577,Ce2Ir4Nd8,-0.5234,-92.6922
164578,Co6O27Sn3Sr12,-2.4468,-325.9939
164579,Au2Ce2Ge4Pt2,-0.712,-56.1681
164580,Br18Cs6Np2Sm2,-2.0963,-128.8676
164581,Co8P12Rh4Ru8Y4,-0.8825,-283.1133
164582,As10Be10K4Sr1,-0.3741,-99.4687
164583,Al8Dy1Er3,-0.5215,-54.5331
164584,Co4Li1Nb1P4Ta2,-0.8293,-95.7636
164585,Ca5Os8Si24Y1,-0.473,-254.4963
164586,In5Li6Rh12W1,-0.3381,-134.6568
164587,F30Hf5Lu2Re1,-3.9876,-280.1456
164588,Co4Er11Ho1Sn1Zn1,-0.3194,-94.2786
164589,B4Ho2Mg2Rh10Tb2,-0.7572,-137.1388
164590,P1Pr8Si15Zr12,-0.8519,-258.2808
164591,In4Rh4Th2Yb2,-0.735,-67.1915
164592,Ag1In2Pr3,-0.4116,-25.148
164593,Gd2Ir2Mo1Ru1,-0.5537,-69.3121
164594,Cd4Ni4Tb13Th2Tm1,-0.2945,-113.4307
164595,Gd4Re5Ru3,-0.2082,-148.9303
164596,Co4In1Lu12Tc1,-0.2882,-100.9842
164597,B24Re4Sm2U6,-0.5776,-308.0618
164598,Cs4Gd2O18Si6,-3.0763,-245.6369
164599,Al3Rh1Ru3Sc1Tm4,-0.6748,-78.7576
164600,Bi2Hf9Pb4Zn2Zr1,-0.168,-126.3359
164601,Dy2Os7Re1Tb2,-0.3024,-113.1472
164602,Er12Sn16Th7Tm1,-0.6899,-200.175
164603,Co16Mn6Ta1Tm6,-0.2106,-213.5265
164604,Er2I8Na2O24,-1.4611,-195.3227
164605,Al8Ce1Ru8Tb7,-0.5875,-156.6324
164606,Er1Hf7Si16Ta8Ti4,-0.7935,-316.0847
164607,Li1Lu1Ni4,-0.361,-31.7192
164608,Ho1In5Mg1Nd1,-0.4122,-28.0069
164609,Ag1Er3Ge2Zn3,-0.5815,-34.7947
164610,Ge2O14P4Sn2,-2.3172,-159.1673
164611,Au1Co6Dy7Sn22,-0.4307,-181.8874
164612,Cs1F25Th6,-4.424,-234.7324
164613,Cu2Dy1Pa1Si2,-0.5318,-36.3612
164614,As4Lu1Rh3Ru3,-0.5756,-79.4055
164615,Co2Ho2Sn12Tb1Yb3,-0.5213,-91.1747
164616,Co4Er1Ho10Th1,-0.183,-89.1673
164617,La2Nd1Ni1Pt2Sn3,-0.9476,-53.1189
164618,N1O1P1U2,-2.081,-51.6855
164619,Nd2P12Pr2Ru19Zr1,-0.8234,-298.4625
164620,Co16P12Sc4Ti4,-1.0424,-273.131
164621,Ac2I6La3Pr1Ru2,-1.2637,-73.2161
164622,Li2Rb2Te4Zr1,-1.2155,-37.8393
164623,Co4Cr1Hf16Pt3,-0.5081,-227.8091
164624,Co2Ga16Mn1Tb4,-0.498,-101.8203
164625,Er1O18Os6Yb1,-1.9199,-212.4518
164626,Hg1Ho3In3Ir1Pt1,-0.7541,-44.0019
164627,Ga6Ru7Tb1U3,-0.454,-129.3153
164628,Dy1Ni10Tb1,-0.3286,-70.9853
164629,Ge1Pd24Pu2Yb6,-0.7225,-190.452
164630,Pr2Pt9Yb1,-0.9042,-76.5896
164631,Bi8Co4Er7Ho5Tb8,-0.5532,-169.218
164632,Nd20Pt1Si15,-0.6948,-207.8268
164633,Ag3Cd1Er1Ho2Si2,-0.5142,-38.6311
164634,Cd2Cu1Nd2Pd3Th2,-0.6201,-52.0501
164635,Al6Dy1Re2Th2Y1,-0.4389,-78.5303
164636,Cd1Ho3Ir2Sn3,-0.7479,-51.1067
164637,In2Lu4Sb4Tb6,-0.7913,-80.5703
164638,As4O14Pb2Rb4,-1.9166,-145.2529
164639,B24Ir1Mn3Sc8,-0.7668,-274.8937
164640,Br10Ni1Sm5Y1,-1.8855,-84.262
164641,Nd2Ni24P10Tb2,-0.6986,-238.2098
164642,In3Ir2U1Zr2,-0.5048,-58.3573
164643,Dy3Ga3Ge1Pt2,-0.9866,-48.5492
164644,Co8Fe4Si3Zn1,-0.302,-113.1135
164645,Be1C2Gd6I5,-1.3634,-133.3567
164646,Ga1Hf16P1Re8Sc2,-0.3965,-291.081
164647,Al16Co2Hf6Ni5,-0.6036,-180.2951
164648,Ba5Nd7Ni4O21Y1,-3.0168,-291.1055
164649,In4Mg3Rh8Ta1,-0.5454,-95.3057
164650,Eu2Ni1P4Rh3,-0.9808,-79.9186
164651,B6Co7Ni13W3,-0.26,-211.3909
164652,Co2Cr2Ir14P12Tb6,-0.9421,-283.9413
164653,Cu1Hg1La1Pd3,-0.6042,-28.5035
164654,O16Sb4Sc2Sm2,-2.8123,-185.2815
164655,Cr4F28Ho4,-3.4729,-235.4894
164656,Ag1Ho1Li2Lu2Pb3,-0.4443,-35.4113
164657,As7Hf1Li3Ni9Zr1,-0.6007,-121.481
164658,Cu1Dy6Pb6S1Tb4,-0.7499,-90.1881
164659,Cu1Gd6S1Zn22,-0.4566,-134.2255
164660,Br17Cs2La10Os2,-1.9598,-162.1868
164661,As2Pr1Pu1Se2,-1.4554,-44.0912
164662,Ni1Pr2Rh3,-0.565,-40.8251
164663,P8Ru8U4,-0.8028,-178.7235
164664,Er20Ru2Zn6,-0.2603,-124.7514
164665,Ca1Ga14Nd3Pd6Zn4,-0.614,-112.015
164666,Cl1Pd4Sb12,-0.4863,-80.3829
164667,Ac2Ca5Ni4Sn13,-0.5443,-106.5783
164668,Fe16P12Sc5Ta3,-0.855,-298.4964
164669,Al3Cu7Sm1Y1,-0.353,-55.3523
164670,Pa3Pb2Pt4Sm1,-0.8561,-73.5326
164671,B2Ga2Ni6Tb2,-0.5605,-70.0904
164672,Dy12Ni1Si15Tb8,-0.7293,-205.7713
164673,Hf1O24Re6Zn1,-2.2439,-276.4384
164674,Lu3Sb20Th1Y4,-0.7563,-150.6004
164675,Al3Ga1Ho4Ir2Pt2,-1.0608,-75.1429
164676,Br12Cd2Pt2,-0.9267,-48.4582
164677,Cd4Ho15Os4Pa1,-0.2983,-134.0112
164678,Al2C4Ta4Ti2,-0.6679,-115.6348
164679,Dy16Ir8Rh4Tb4,-0.7934,-217.7995
164680,Gd3Hg2Ru1Zn3,-0.3953,-59.5082
164681,Cu4Ga8Nd1Th2,-0.4719,-67.296
164682,Dy10Pt1Tb2Tc3,-0.2616,-96.6749
164683,Al24Ir1Os5Pt2Tm6,-0.7019,-220.5375
164684,As4Ce1Pd2Th1,-0.9497,-49.9409
164685,Al4Dy3Gd1Ru4,-0.5923,-87.1039
164686,Au8Cd3La8Sn1,-0.781,-88.0776
164687,As1Pd6Y6Zn17,-0.604,-114.0731
164688,Al1Cr1H12Li2Rb4,-0.3311,-68.4738
164689,Au4Ca2Cd8,-0.3585,-29.5088
164690,Cd2Fe1O8Rh3,-1.3203,-90.4759
164691,Au1In9Nd11Pd3,-0.6297,-111.141
164692,Ir1Pr2Rh2Ta1,-0.6379,-48.8142
164693,Lu6Si2Tc1,-0.4819,-52.674
164694,Dy4Mo2O14Sm2,-3.4069,-193.7785
164695,Dy5Ho3Si6Tm2,-0.6652,-88.9278
164696,H6Ir1Na1Sr1,-0.6609,-38.1549
164697,Ca1Cd1In1Nd1,-0.4394,-12.2058
164698,Ca6In3Ni16Sn5,-0.332,-142.7797
164699,As1Br1Pb2,-0.539,-15.8775
164700,Co1Dy2I2Ir1,-1.1188,-34.9213
164701,Si16Tc1Tm8Zr11,-0.8545,-257.7607
164702,Co16Nb4Si7Ta1W1,-0.5208,-232.0332
164703,Ag2In3Ir1Lu3,-0.552,-41.2898
164704,Br15C1Pa1Zr5,-1.7533,-124.6071
164705,Dy4Ge7Rh16Si1,-0.7604,-195.3351
164706,Dy1Pt1Sc12Si15Yb7,-0.7388,-205.4207
164707,C1O2Y3,-2.3903,-52.864
164708,Be3Pt4Sc4Si1,-0.9746,-77.9525
164709,Ba8Se12Tb1U1,-2.1595,-120.7373
164710,Ho1Li4Nd2Sn4,-0.6412,-44.8464
164711,Ge6Nb6Rh2Tc4,-0.4179,-152.0387
164712,H2Nd2Ni2P2,-0.9638,-46.4191
164713,Ag1Ca13Dy7Si15,-0.6008,-164.1609
164714,Ni1P7Ru11Tb2,-0.7674,-171.075
164715,Ca4Li1Pb11,-0.3328,-56.096
164716,Al1Ni4Tl1Y12,-0.3265,-112.702
164717,Hg1In5Lu16Os2,-0.3823,-118.0266
164718,B6Ba6O18Sm1Y1,-3.2906,-257.1375
164719,Dy3F28Ho1Pb4,-3.2454,-203.6079
164720,Al18Cu3Er4Pd1Re2,-0.4683,-141.1709
164721,Se1Tl6Tm10,-0.5261,-71.368
164722,Li1Mg1Os2Sn8,-0.1209,-59.4912
164723,Er10In8Ir1Pt2Rh1,-0.7526,-112.5921
164724,Cd3Er11Ho5Li1Rh4,-0.4697,-118.5678
164725,H2La1Si6Sr9,-0.4765,-68.0561
164726,Pb5Se2Tb10Tl1,-0.9078,-90.6008
164727,Al16Er4Ga2Rh6,-0.817,-151.3178
164728,Ir2Ru1Sc3Sn3,-0.7545,-64.7679
164729,Er1Hg1Ho7Sc12Si15,-0.8023,-223.1989
164730,Ca1K1Li4N4Ni4,-0.5043,-74.279
164731,Co5Gd8Pb1Tb4,-0.2392,-174.8691
164732,Eu6Ga2Na6P8,-0.8023,-136.7001
164733,Ag1Cu1Rb2Te4Zr1,-0.9502,-38.5653
164734,La1O18Pu1Ta6,-3.4646,-269.4945
164735,Ir4O14Pr1Sr2Tb1,-2.2697,-167.3527
164736,B24Np4Pa4W4,-0.5757,-322.714
164737,Au8Dy7Hg2Sn2Y1,-0.8114,-89.7594
164738,Cl30Co1,-0.5851,-80.7023
164739,Dy8In8Pt2Rh2Sm2,-0.742,-111.4985
164740,Br12C2Cs2Pr4Tb2,-1.967,-111.5545
164741,Al3Hg1Li4,-0.2505,-21.1802
164742,Co7Hf8Pd1Si14,-0.7715,-233.6937
164743,Al4Tb6Te4Y4,-0.9134,-97.6684
164744,Co8Cr4Mo12N4,-0.235,-265.5538
164745,Br10Nd1Ni1Sm1Y4,-1.904,-89.8708
164746,Cl4O2Pu1Rb2,-2.4671,-55.7227
164747,C2O3Sc5,-2.3814,-88.7737
164748,Ba2O2S4Zn4,-1.7438,-56.2446
164749,C2I6Nd2Y4,-1.1929,-79.7006
164750,Sb5Sn4Ti12Zn1,-0.506,-143.8205
164751,Cd4Lu10Ni1Ru3Tb6,-0.3564,-118.8652
164752,Cl12Nd12Si4,-1.8781,-153.689
164753,Ca6O12Os2,-2.7085,-148.0347
164754,Cu1Lu10Pb1Si1Tl5,-0.3764,-77.0305
164755,Ga4Ge1Pr20Si7,-0.5495,-167.9151
164756,Dy1Ga20Ho3Y8,-0.6662,-151.9659
164757,Ho7Pt16Tm13,-1.2148,-231.1305
164758,Ag2In9Nd11Rh2,-0.5376,-110.5115
164759,Al1Ga1Nb1Pt9,-0.6069,-78.7964
164760,Co14Dy4P12Rh4Y2,-0.9809,-260.6064
164761,Be2Co8La2P6,-0.8163,-121.3911
164762,Cd1Co1Nb8S16,-1.3274,-189.5364
164763,Au1Be4Pr8Si11,-0.6691,-132.2164
164764,Nb1Ru12W5Zn6,-0.1637,-197.6715
164765,Au8Cd2Sn2Tb7Y1,-0.8155,-91.2721
164766,Bi2Br8Li2O24,-0.6774,-167.8375
164767,Al1Cu12Zn5Zr6,-0.2509,-116.5415
164768,B20Ir2Pr2Th2,-0.5874,-190.9272
164769,Br12Nd1Os2Pr11Pt2,-1.5859,-156.0028
164770,B14Dy1Mn1Ru1Y5,-0.6175,-162.4723
164771,Er4Sc12Si15Tb4Tc1,-0.7874,-232.8864
164772,Er4Ir1Ru3Si4,-0.9196,-87.6689
164773,Ho5P12Pd16Zr3,-1.0004,-232.4079
164774,Be2Co1Fe1Te16V16,-0.5402,-238.1396
164775,Al6Au1Ba1Dy1Si4,-0.3499,-58.5233
164776,Np6Sb10Ta1V1,-0.3888,-146.9164
164777,B1Nb3Re6Si5Ta3,-0.5451,-184.1616
164778,Er2Rh12Si6Sn1,-0.9089,-153.155
164779,Au6Er4Lu1Sb8Y1,-0.8539,-99.0108
164780,B16Cr1Mo3Sm4,-0.5606,-181.3899
164781,B8Ho1Ni2Os6Tb1,-0.4303,-149.3217
164782,Ga18Pd6Yb4,-0.6149,-108.962
164783,Ac1Cu1Lu5Rh17,-0.5693,-169.6813
164784,Ge1Hf12Si15Tb8,-0.8283,-272.384
164785,Cl3P1S24,-0.5973,-126.9583
164786,Dy4Mo4Ni16P12,-0.8389,-249.4527
164787,Cd1In3Pr4,-0.4505,-31.9055
164788,Co5Fe3Ge1Hf8Si13,-0.7563,-238.4511
164789,Al14Ir7Si1Ti8,-0.8605,-208.7126
164790,Pt6Ru1Zn1,-0.1738,-48.3502
164791,Ac2Au3Ce1In3,-0.6704,-38.2859
164792,Ru2Ta6Zr4,-0.2468,-126.8484
164793,Ag2Na10S14Si4,-1.1883,-134.1495
164794,Hf2Mo2P4Ru4,-0.8212,-110.2113
164795,Ir2Pt2Tb2Y8,-0.7231,-100.9425
164796,B1Br18Hf2Rb4Zr4,-1.8574,-148.0375
164797,Er2Fe16Ho2P12Ru4,-0.78,-283.9573
164798,B24Dy4Os2Re2Sc4,-0.757,-278.6585
164799,Ga3Rh3Th2Y1,-0.9113,-60.6735
164800,Br2Np2O4,-2.8958,-72.1277
164801,Dy1Lu4Nd1Rh18,-0.5813,-173.9683
164802,B2La1Pd2Pt6Sr1,-0.7287,-75.5137
164803,Co4Dy1In8Lu9,-0.4261,-105.1162
164804,Au3Lu12Si13Sm8,-0.7649,-199.8867
164805,Al9Co8Ti7Zr6,-0.5375,-213.2568
164806,Cd23Fe1Th6,-0.1629,-79.0672
164807,Re7Sc8Si16Ti4W1,-0.7383,-295.6951
164808,As8In4Rb4Si4,-0.3578,-81.0597
164809,As14Rh16Sr4Tb4,-0.8897,-242.1616
164810,Co16Ge1P4Si2Ta6,-0.5571,-238.1631
164811,Ba2Pr2Rh4Sn8,-0.7005,-86.1417
164812,Hf2Li1Ni4P4Sc1,-1.0294,-85.2825
164813,Ho5Mo1O12V1,-3.4731,-168.2056
164814,Li1Si16Tb7W12,-0.4924,-294.3773
164815,Bi4In1Sn2Zr10,-0.4427,-119.3346
164816,Ca1Cd1Cl4O16,-0.8421,-108.0169
164817,Er10In3Sb3,-0.689,-77.3425
164818,Al2Cr4K2O16,-2.1581,-179.286
164819,Ag1Au2In3Yb3,-0.6449,-28.0582
164820,Cu2S8Sc2Zr2,-1.6936,-94.7604
164821,Fe1Mn7Os2Ta2,-0.1648,-120.7522
164822,Hf1P1Pd5,-0.731,-46.3867
164823,Cu1In3Y3Zn2,-0.4575,-38.3908
164824,H1Si16Tb10,-0.653,-154.1721
164825,Er4Mo1Re6Tc1,-0.2385,-117.0063
164826,Al1Fe1Se1Zr6,-0.5581,-72.0206
164827,Br6Ho1Ru2Sm5,-1.4604,-76.9913
164828,Co4Hf10In8,-0.2977,-156.5687
164829,As4Cu2Er1Th1,-0.8179,-45.3597
164830,Au1Pd7Zr1,-0.4308,-51.9579
164831,Dy1Hg1Ni2Tb1,-0.5008,-23.609
164832,Cs4Mg2Te8Zn4,-0.995,-54.8775
164833,Ag2Li2Sb2Sr1,-0.6453,-23.9473
164834,Al2B4Fe10Ta4,-0.492,-176.1795
164835,Al24Er6Pt3Ru5,-0.7599,-210.7595
164836,Gd5La1O14Os2,-3.1766,-236.927
164837,Cd4Ce2Dy5Ru4Sm9,-0.2999,-125.3544
164838,Ir3Pt3Sn6Tm6,-1.0014,-113.6651
164839,Lu3Os1Si2Sm3,-0.5095,-54.3823
164840,Al1Fe9Zr2,-0.222,-99.7356
164841,Cd4Nd6Ni3Ru1Tb10,-0.2923,-112.2737
164842,Al5Dy3Tb1Tc3,-0.4744,-73.9576
164843,As1Cl18Cs6Ir3,-1.6069,-114.8143
164844,Bi4Cl2Ga2Pr10,-1.0406,-91.8536
164845,Dy1In2Li2Rh4Y15,-0.4581,-151.3765
164846,O12Os1Sc2Tc3,-2.3796,-157.183
164847,Mg2Na4O8Ti2,-2.8342,-109.2125
164848,Bi8Dy8Rh4Y12,-0.737,-198.6121
164849,Ga18Ni6Yb4,-0.4966,-109.2495
164850,Cu2Er16In6,-0.3138,-105.3237
164851,Dy3Pt4Si12Tb5,-0.9926,-150.2027
164852,In1Lu6Sb5Tb4,-0.8621,-82.8531
164853,Ba2Li2S6Y2,-2.2044,-71.8604
164854,Rh12Tm2Zn6Zr4,-0.7616,-157.3505
164855,As1Ge3Rh6Tm1,-0.7001,-74.891
164856,Br10C2Gd4Pr2,-1.9024,-135.0145
164857,Pr1Ru4Si12Th7,-0.8302,-178.8049
164858,Br12Ce2Hg6Se4,-1.225,-76.714
164859,Ca2Eu4N6Os2,-0.914,-130.4485
164860,Ho10Os1Rh3,-0.5318,-86.5891
164861,Bi1Dy5Ho3Sc12Si15,-0.8135,-227.3283
164862,Al16Co1Hf6Ni5Rh1,-0.6378,-181.5432
164863,Cu2Ga10Hf8Nb4,-0.459,-169.558
164864,Dy6Os3Rh1Tb6,-0.3161,-101.5505
164865,Er2Re11Ru1Sc6Si16,-0.6432,-303.2547
164866,Al12Fe6Hf6Ir1Ti4,-0.5342,-211.4219
164867,Cd1Co4Er12Ir1,-0.3312,-98.9689
164868,Er16In2Rh4Zn2,-0.5278,-123.2317
164869,O12Pt2Te2Yb2,-1.9516,-116.0114
164870,Lu4Sm8Sn16Tm8,-0.7405,-182.4521
164871,Dy1Ga3Ni3Pt9,-0.5767,-94.897
164872,Ac12I12Ni1Os3,-1.165,-139.8233
164873,Lu10Tb2Tc4,-0.1578,-98.446
164874,Br1Ga8La6S1,-1.0705,-76.7425
164875,Br12La6Li1Tc1,-2.0196,-101.9201
164876,O24Rb2Ti12,-3.3905,-344.2984
164877,B6Ce5Mo1Tc1,-0.4543,-96.8542
164878,Cu1Dy20Ir7Os4,-0.6027,-222.2988
164879,Li4Pd4Pr2Yb2,-0.5724,-47.8771
164880,La4O12Pt2Sr1,-2.7903,-145.9668
164881,Ca1Cd4Eu3In4,-0.4247,-52.6767
164882,B16Er4Ir1Li1Mo2,-0.6106,-172.2344
164883,Al4Er16Pt3Ru1,-0.5864,-129.6263
164884,Ca1Dy1Rh5Y3,-0.7784,-70.6178
164885,Bi14O24Se1,-1.6262,-240.1302
164886,In1La8Pd24,-0.8357,-194.1363
164887,Er5Ho1In8Tm4,-0.4104,-74.7245
164888,Eu1I12Ni1Tb6,-1.5122,-92.4096
164889,Al24Dy2Pt3Ru5Tm4,-0.7587,-210.4249
164890,Co3Nd2P3Ru9Si4,-0.6977,-166.9233
164891,P12Rh13Ru5Sm6,-1.0366,-272.6951
164892,Fe1Mn1Ru6Tb4,-0.2779,-95.1504
164893,Ac1Ce1Ni7Rh3,-0.3369,-76.6512
164894,Co5Dy4Ho4Lu4Sn1,-0.3121,-100.009
164895,Bi6Os2Pa10,-0.2307,-145.0945
164896,H18Hf1Lu4Yb1,-0.6772,-106.9027
164897,Co1Fe2Ga9N4Nb12,-0.6564,-224.2424
164898,As12Ni20Si1Zr6,-0.613,-252.1299
164899,Bi12Er3Sc16Y1,-0.6293,-188.3085
164900,Co6Cr6P7U2,-0.7051,-175.8519
164901,As1B4Ir9Y4,-0.782,-150.8652
164902,Er2Ho18Ir2Rh10,-0.7822,-207.97
164903,Co4Er9Lu3Ru1Sn1,-0.3581,-102.8347
164904,Ir1Pd1Rh1Sn3Y3,-0.9143,-61.0395
164905,Ga7Ir4Mg4Si1,-0.4911,-75.8429
164906,Sb3Sc10Sn3,-0.8099,-100.699
164907,In1Pr6Rh6Sn5,-0.8109,-110.2677
164908,Ge1La10Si16,-0.6978,-159.6287
164909,Cd2Cu1Er3Ni3Tb1,-0.4266,-45.8886
164910,Cu1Ge1La3Mg3Si1,-0.4727,-38.0111
164911,Mg2Pt3Y3Zn1,-0.9392,-50.5249
164912,La1Pd12Pr5Sn10,-0.8094,-153.7577
164913,Hf3In3Ir1Pd1,-0.5319,-56.4003
164914,Dy1Er1Ga4Pr4,-0.5051,-45.4618
164915,Cr1H27Sr6Ti2,-0.4945,-144.9849
164916,Co4P2Si2Ta2W2,-0.6161,-107.1359
164917,Co16Lu4P12Tb2W2,-0.9513,-266.2101
164918,Be1Ce1La1Ni9,-0.4231,-71.7075
164919,Co8Dy4Hf4Sc2Si20,-0.7499,-264.7882
164920,Er12In1Ni4Tc1,-0.3341,-97.0594
164921,Be2Co4P2Ta4,-0.6239,-101.6568
164922,Al8N4Pt4Sc12,-1.2413,-198.3396
164923,Cr2Fe4Mo1P4Re1,-0.5312,-104.504
164924,Ca1Pa7Se17Ti1,-1.7024,-180.1967
164925,Cr10Cs1Se16,-0.8796,-177.1092
164926,Dy3Ru2Tc2Tm9,-0.2529,-97.4199
164927,Ce3Pb2Rh4Tb1,-0.755,-66.8665
164928,Er4F28Mn4,-3.3841,-230.2664
164929,Ac1Ga2Rh3,-0.8062,-37.1072
164930,F2Ir1O6P2,-2.2781,-78.2348
164931,Ir3Nd6Rh5Th2Zn8,-0.6876,-133.3533
164932,Cd1Cu1Ni1Pt2Sm1,-0.6106,-31.3264
164933,Al2B4Ir6Ru4Tm4,-0.7845,-157.9308
164934,Dy7Rh2Ru2Tm3,-0.4957,-85.8921
164935,Cl6Nd4O2,-2.9732,-75.7383
164936,B18Cs1K3Mn2Se18,-0.6298,-232.1572
164937,Ag1Ca1Ge1Pd3,-0.5728,-28.4374
164938,Bi8Co1Dy11Er9Ir3,-0.7162,-179.4471
164939,Dy20Ni3Rh9,-0.6433,-196.342
164940,Co15Dy4Mn3P12Y2,-0.9472,-264.5282
164941,Mn1Nb8S16Sb1,-1.3354,-195.0061
164942,Eu6Li12N1Si4,-0.3519,-122.8262
164943,Br16Gd4Tl4,-1.9369,-138.5101
164944,Er3Ir11Ru1Tb17,-0.7757,-223.8082
164945,Al6Cu8Ru4Ti6,-0.4839,-151.3515
164946,Ag1Ge2Mg3Nd3,-0.5367,-36.0143
164947,Ac1Ge3Ru1,-0.5301,-29.915
164948,In2Pd3Rh1Zr4,-0.6765,-69.3627
164949,Dy3Er1Pt4Y4,-0.9443,-79.8691
164950,Li6N6Pu2Y1,-1.0982,-112.9471
164951,Ce7Gd1O20Pa2,-4.0303,-294.506
164952,Ga20Lu1Pa8Tm3,-0.4504,-169.04
164953,Ag3Ga12Pt1Tm8,-0.6463,-102.2244
164954,Al2C4Mo13Ni8W1,-0.2002,-250.197
164955,Ho1Mg1Ni2Zn2,-0.3687,-22.4744
164956,Dy1Ge6Ir7Li1Pa2,-0.7105,-127.2299
164957,Nd2Pt4Sn8Sr2,-0.8061,-82.1729
164958,B24Gd2La1Na1,-0.4184,-206.4302
164959,Cl24Se4Tc2,-0.9511,-107.6037
164960,Ga24Ir1Pt8Tm4,-0.674,-172.9231
164961,Ge1Si15Tm8Zr12,-0.8618,-255.4072
164962,Ho13La5Pt16Tb2,-1.1674,-232.6797
164963,Hg1In2Pd3Pr3,-0.7437,-42.3826
164964,Hg1Pb1Pd4Tb4,-0.8309,-51.5823
164965,Au2Er10In8Pt2,-0.7287,-102.4112
164966,C2Ge1Ho4Si5Th6,-0.6397,-124.531
164967,Br18Lu2Rb6Rh2,-1.7845,-109.0849
164968,Co16Dy1Ho1Ti1,-0.1534,-133.7317
164969,Au4Ge1Sb7,-0.1524,-48.4504
164970,Bi1O14Pb1Rh4Sr2,-1.7059,-147.2393
164971,Co3Ni1Sn16,-0.0743,-92.7441
164972,Ce3Li3Rh1Si8Sm1,-0.6561,-89.5092
164973,B12Ru12Ta1Ti3W8,-0.4577,-347.1322
164974,Hf16Mo3Ni4Tl1,-0.2406,-223.1095
164975,Ba4Cu1H12Rh1,-0.566,-70.0399
164976,Ba4O18Pt6,-1.6751,-180.067
164977,As6Ir2Mg4Rh4Ru1,-0.5568,-100.2307
164978,Hf3Pt1Sb2Zr3,-0.7169,-76.2957
164979,Dy4Hg1In3Rh4Y12,-0.5551,-147.3622
164980,As6Cs3Se12Sm1,-0.8757,-96.5769
164981,Cu1Er3In4Rh1,-0.5699,-41.3028
164982,Ho4Mo1Nd2O24Tb2W3,-3.272,-323.3962
164983,Co16Ho6Lu1P12Ru1,-0.9829,-255.3656
164984,Dy3N4U1,-1.797,-72.8339
164985,Co16Hf1P12U1Zr6,-0.9994,-287.2045
164986,Sm1Te4Th1,-1.5207,-33.8296
164987,Ho1O8Pd4Y1,-1.9931,-99.2551
164988,Co4Hf16Re3Rh1,-0.3997,-242.0384
164989,Cd1Li1Nd1Pt3,-0.8253,-30.7648
164990,Ho1Pd24Sb1Yb7,-0.7524,-168.6362
164991,Al2Co1Si1Th1,-0.634,-30.6087
164992,Ce1In2Ir2Nd3Rh1,-0.6909,-57.0004
164993,Er8P1Si15Zr12,-0.9083,-258.6072
164994,Bi8Ce8Co4Dy2Tm10,-0.5292,-177.9253
164995,Ga18Ir1Pt2Ru3Y4,-0.6394,-147.0776
164996,Cu14Pd2Ti4,-0.1698,-102.7275
164997,Br12I3Tl1,-0.6181,-36.4665
164998,Cs8Dy2I24Nb2,-1.4238,-124.4109
164999,Cd6Os1Pd1Y20,-0.2806,-159.1315
165000,Ag1Bi4Dy1Li1Tb1,-0.5323,-33.8011
165001,Lu8Nb6Si16Ti6,-0.7958,-259.6035
165002,Cl12Cs4Re1V1,-1.8652,-80.8659
165003,Au4Cl24Dy3Sm1,-1.7528,-132.0888
165004,Al18Os6Pd2Si6Tb6,-0.6859,-231.5672
165005,Bi11Ir1Lu16Tb4,-0.6493,-163.2795
165006,Ac1I6La4Os2Pr1,-1.2295,-77.4583
165007,Cs11Li1O16V4,-2.284,-200.3504
165008,Pr18Pt8Ru4Y2,-0.6955,-206.9111
165009,S17Sc1Sm1Th7,-2.3383,-194.0626
165010,Bi6Dy5Se2Y5,-1.0727,-105.0064
165011,Nb12P1Si15Tb8,-0.8358,-275.1736
165012,Br16Cs2Ga4In2,-1.4022,-79.2492
165013,Al18Os1Pd5Pr1Y3,-0.7111,-148.6379
165014,Ho7Pd1Rh3Si12Y1,-0.9243,-153.102
165015,Fe2Np1Si7Sm2,-0.5415,-83.8006
165016,Fe3Hf4Ni1P4,-1.0587,-105.3769
165017,Bi1Ge1Pb1Zr6,-0.4536,-67.5942
165018,C5Dy1Er1Nb4,-0.4924,-101.1298
165019,Ho1Sn6Ta5Ti1,-0.2354,-98.8838
165020,Cd2In2O14Pt4,-1.3322,-130.2124
165021,Mo1O24Pm4Te5,-2.2319,-240.2
